Order Number,Order Status,Order Date,Postcode (Billing),City (Shipping),State Code (Shipping),Payment Method Title,Cart Discount Amount,Shipping Method Title,Order Refund Amount,Order Total Amount,Order Total Tax Amount,total items ,Discount Amount,Discount Amount Tax
94368,Completed,22/11/2023,6109,Gosnells,WA,Afterpay,4.55,Free Shipping over $150,0,309.99,28.18,5,4.55,0.45
94364,Completed,22/11/2023,6163,"hilton, perth",WA,Mastercard debit card,0,Flat rate,0,68,5.32,1,,
94363,Completed,21/11/2023,4211,Highland Park,QLD,Visa credit card,0,Flat rate,0,49.48,3.64,2,,
94362,Completed,21/11/2023,2024,Waverley,NSW,Mastercard debit card,0,Free Shipping over $150,0,233.1,21.19,1,,
94361,Completed,21/11/2023,2141,Lidcombe,NSW,Afterpay,4.181818,Local Pick-Up Only,0,679.4,61.76,3,4.18,0.42
94359,Completed,21/11/2023,2115,Ermington,NSW,PayPal / Credit Card / Debit Card,47.12,Local Pick-Up Only,0,1.14,0.1,1,47.12,4.71
94358,Completed,21/11/2023,6172,Port Kennedy,WA,PayPal / Credit Card / Debit Card,0,Flat rate,0,691.58,59.23,5,,
94356,Completed,21/11/2023,2115,Ermington,NSW,Visa credit card,4.55,Local Pick-Up Only,0,1866.88,169.72,3,4.55,0.45
94355,Completed,21/11/2023,2750,Penrith,NSW,Mastercard credit card,0,Local Pick-Up Only,0,141.28,12.84,1,,
94351,Completed,21/11/2023,2557,Rossmore,NSW,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,94.41,8.58,3,,
94349,Completed,21/11/2023,2177,Bonnyrigg Heights,NSW,Afterpay,0,Local Pick-Up Only,0,269.1,24.46,1,,
94348,Completed,21/11/2023,2527,Albion Park,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,22.97,1.22,1,,
94347,Completed,21/11/2023,2099,Narraweena,NSW,Visa credit card,0,Local Pick-Up Only,0,373.48,33.95,1,,
94346,Completed,21/11/2023,4815,Kelso,QLD,Afterpay,0,Free Shipping over $150,0,225,20.45,1,,
94345,Completed,21/11/2023,2141,Lidcombe,NSW,Mastercard debit card,0,Free Shipping over $150,0,611.08,55.55,3,,
94343,Completed,21/11/2023,4163,Cleveland,QLD,Mastercard debit card,0,Flat rate,0,54.5,4.09,1,,
94340,Completed,21/11/2023,3029,Hoppers Crossing,VIC,"Zip now, pay later",0,Free Shipping over $150,0,163.8,14.89,1,,
94337,Completed,21/11/2023,2848,Kandos,NSW,humm,0,Flat rate,0,45.48,3.27,1,,
94333,Completed,21/11/2023,2756,Glossodia,NSW,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,99.88,9.08,2,,
94331,Completed,21/11/2023,2145,Pemulwuy,NSW,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,131.56,11.96,2,,
94328,Completed,21/11/2023,7055,Huntingfield,TAS,PayPal / Credit Card / Debit Card,8.254545,Flat rate,0,197.41,14.32,6,8.25,0.83
94326,Completed,21/11/2023,2118,Carlingford,NSW,PayPal / Credit Card / Debit Card,4.57,Local Pick-Up Only,0,893.53,81.24,10,4.55,0.45
94325,Completed,21/11/2023,2570,Oran Park,NSW,Afterpay,0,Local Pick-Up Only,0,414,37.64,1,,
94324,Completed,21/11/2023,2529,Flinders,NSW,Mastercard debit card,7.45,Flat rate,0,30.09,1.87,1,7.45,0.75
94322,Completed,21/11/2023,3803,Hallam,VIC,Mastercard debit card,0,Flat rate,0,36.5,2.45,1,,
94321,Completed,20/11/2023,2119,Beecroft,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,224.1,20.37,1,,
94320,Completed,20/11/2023,2570,Spring Farm,NSW,Afterpay,0,Local Pick-Up Only,0,345.58,31.42,3,,
94319,Completed,20/11/2023,2627,Jindabyne,NSW,Afterpay,0,Flat rate,0,771.67,66.51,3,,
94318,Completed,20/11/2023,2065,St Leonards,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,167.83,15.26,3,,
94316,Completed,20/11/2023,2760,Colyton,NSW,Afterpay,0,Flat rate,0,34.67,2.29,1,,
94314,Completed,20/11/2023,3338,Eynesbury,VIC,PayPal / Credit Card / Debit Card,4.55,Free Shipping over $150,0,200.12,18.19,1,4.55,0.45
94308,Completed,20/11/2023,2615,Spence,ACT,Visa credit card,0,Flat rate,0,121.95,10.22,1,,
94307,Completed,20/11/2023,6208,Pinjarra,WA,Afterpay,0,Flat rate,0,282.97,22.09,1,,
94306,Completed,20/11/2023,3199,Frankston,VIC,Visa debit card,0,Local Pick-Up Only,0,347.38,31.58,2,,
94305,Completed,20/11/2023,2233,Engadine,NSW,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,944.1,85.83,1,,
94294,Completed,20/11/2023,2018,Rosebery,NSW,Visa debit card,8.78,Flat rate,0,87.15,7.06,2,8.77,0.88
94290,Completed,20/11/2023,6207,Mandurah,WA,Visa debit card,0,Free Shipping over $150,0,306,27.82,1,,
94285,Completed,20/11/2023,4116,CALAMVALE,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,19.8,218.87,19.04,6,,
94283,Completed,20/11/2023,2770,Mount Druitt,NSW,Visa debit card,0,Local Pick-Up Only,0,322.17,29.29,3,,
94282,Completed,20/11/2023,2773,Glenbrook,NSW,PayPal / Credit Card / Debit Card,4.545455,Local Pick-Up Only,0,272.2,24.75,2,4.55,0.45
94281,Completed,20/11/2023,2079,Mount Colah,NSW,Visa debit card,0,Local Pick-Up Only,0,143.1,13.01,1,,
94280,Completed,20/11/2023,2088,Mosman,NSW,Visa debit card,0,Free Shipping over $150,0,266.45,24.22,3,,
94279,Completed,20/11/2023,2747,Werrington County,NSW,Mastercard debit card,0,Local Pick-Up Only,0,7823.42,711.21,10,,
94277,Completed,20/11/2023,2611,Rivett,ACT,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,217.8,19.8,4,,
94276,Completed,20/11/2023,4113,eight mile plains,QLD,PayPal / Credit Card / Debit Card,4.55,Free Shipping over $150,0,197.45,17.95,3,4.55,0.45
94260,Completed,19/11/2023,4350,KEARNEYS SPRING,QLD,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,340.35,30.96,10,,
94258,Completed,19/11/2023,2529,Oak Flats,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,50.17,3.7,1,,
94257,Completed,19/11/2023,2902,GOWRIE,ACT,Visa debit card,0,Free Shipping over $150,0,179,16.27,1,,
94254,Completed,18/11/2023,4067,St Lucia,QLD,Visa debit card,0,Free Shipping over $150,0,606,55.09,2,,
94253,Completed,18/11/2023,3810,Pakenham,VIC,Visa debit card,0,Flat rate,0,48.48,3.54,1,,
94251,Completed,18/11/2023,5045,Glenelg North,SA,Mastercard credit card,3.65,Free Shipping over $150,0,209,19.01,5,3.64,0.36
94249,Completed,18/11/2023,3193,BEAUMARIS,VIC,Mastercard credit card,0,Flat rate,0,51.44,3.81,1,,
94248,Completed,18/11/2023,4702,GRACEMERE,QLD,Mastercard debit card,0,Flat rate,0,104.5,8.63,2,,
94247,Completed,18/11/2023,4350,Taroom,QLD,Mastercard debit card,0,Flat rate,0,69.48,5.45,1,,
94246,Completed,18/11/2023,2540,Sussex Inlet,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,108.5,9,1,,
94245,Completed,17/11/2023,4207,Logan Village,QLD,PayPal / Credit Card / Debit Card,4.54,Flat rate,0,70.46,5.54,1,4.55,0.45
94244,Completed,17/11/2023,6155,Willetton,WA,Mastercard debit card,0,Flat rate,0,32.5,2.09,1,,
94243,Completed,17/11/2023,3056,Brunswick,VIC,Mastercard credit card,0,Flat rate,0,58.5,4.45,1,,
94228,Completed,17/11/2023,6107,Cannington,WA,Mastercard credit card,0,Free Shipping over $150,0,1090.98,99.18,3,,
94226,Completed,17/11/2023,4285,Beaudesert,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,17.98,92.48,7.54,1,,
94222,Completed,17/11/2023,5115,Munno Para,SA,PayPal / Credit Card / Debit Card,0,Flat rate,0,34.48,2.27,1,,
94221,Completed,17/11/2023,3360,Linton,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,108.5,9,1,,
94220,Completed,17/11/2023,2769,The Ponds,NSW,Visa credit card,0,Local Pick-Up Only,0,143.5,13.05,2,,
94219,Completed,16/11/2023,2754,NORTH RICHMOND,NSW,Visa credit card,3.7,Local Pick-Up Only,0,35.88,3.26,2,3.71,0.37
94217,Completed,16/11/2023,3023,CAROLINE SPRINGS (VIC),VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,178,16.18,1,,
94216,Completed,16/11/2023,2551,Eden,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,42.5,3,1,,
94215,Completed,16/11/2023,3037,Melbourne,VIC,Visa credit card,0,Flat rate,0,36.48,2.45,1,,
94212,Completed,16/11/2023,2760,Oxley Park,NSW,Visa debit card,4.55,Local Pick-Up Only,0,45.96,4.18,2,4.55,0.45
94211,Completed,16/11/2023,2088,Mosman,NSW,PayPal / Credit Card / Debit Card,4.55,Flat rate,0,80.42,6.45,3,4.55,0.45
94210,Completed,16/11/2023,2795,Kelso,NSW,humm,0,Free Shipping over $150,0,175.9,16,3,,
94208,Completed,16/11/2023,2292,Broadmeadow,NSW,Visa debit card,0,Flat rate,0,94.73,7.75,1,,
94205,Completed,15/11/2023,0820,Ludmilla,NT,PayPal / Credit Card / Debit Card,4.55,Flat rate,27.72,265.22,23.25,3,4.55,0.45
94204,Completed,15/11/2023,2480,Lismore Height's,NSW,Mastercard debit card,0,Flat rate,0,38.48,2.63,1,,
94203,Completed,15/11/2023,7030,Brighton,TAS,PayPal / Credit Card / Debit Card,0,Flat rate,0,154.5,13.18,1,,
94199,Completed,15/11/2023,2170,Prestons,NSW,Afterpay,3.89,Local Pick-Up Only,25.55,72.68,6.61,3,3.89,0.39
94178,Completed,15/11/2023,2153,Baulkham Hills,NSW,"Zip now, pay later",0,Local Pick-Up Only,0,310.91,28.27,4,,
94115,Completed,15/11/2023,3058,Coburg,VIC,Mastercard debit card,0,Flat rate,0,46.45,3.36,1,,
94114,Completed,15/11/2023,3337,Melton West,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,74.5,5.91,1,,
94005,Completed,14/11/2023,6258,Manjimup,WA,Afterpay,6.81,Flat rate,0,148.85,12.66,3,6.82,0.68
94003,Completed,14/11/2023,4504,Narangba,QLD,humm,0,Flat rate,0,35.44,2.36,2,,
94002,Completed,14/11/2023,2250,Wyoming,NSW,Mastercard credit card,0,Flat rate,0,103,8.5,1,,
94000,Completed,14/11/2023,2848,Kandos,NSW,humm,0,Flat rate,0,44.49,3.18,1,,
93993,Completed,14/11/2023,2285,Cardiff,NSW,Visa credit card,0,Free Shipping over $150,0,166.98,15.18,2,,
93992,Completed,13/11/2023,5066,Burnside,SA,Mastercard credit card,4.55,Free Shipping over $150,0,174.96,15.9,5,4.55,0.45
93991,Completed,13/11/2023,3180,Knoxfield,VIC,Visa credit card,4.55,Flat rate,0,35.45,2.36,1,4.55,0.45
93990,Completed,13/11/2023,2099,Sydney,NSW,Mastercard credit card,0,Free Shipping over $150,0,151.99,13.82,2,,
93988,Completed,13/11/2023,6064,Alexander Heights,WA,Mastercard debit card,0,Flat rate,0,46.5,3.36,1,,
93981,Completed,13/11/2023,2250,Point Clare,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,22.5,1.18,1,,
93980,Completed,12/11/2023,6169,WARNBRO,WA,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,165,15,1,,
93979,Completed,12/11/2023,5351,Lyndoch,SA,Afterpay,0,Flat rate,0,92,7.5,1,,
93978,Completed,12/11/2023,5072,Magill,SA,Mastercard debit card,0,Flat rate,0,128.5,10.82,1,,
93977,Completed,12/11/2023,3076,EPPING,VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,153.79,13.98,1,,
93976,Completed,12/11/2023,3076,EPPING,VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,323.92,29.45,1,,
93975,Completed,11/11/2023,2557,Gregory Hills,NSW,humm,0,Flat rate,0,39.49,2.73,1,,
93974,Completed,11/11/2023,2155,Kellyville Ridge,NSW,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,295.99,26.91,1,,
93973,Completed,11/11/2023,2795,Kelso,NSW,humm,31.02,Free Shipping over $150,0,295.42,26.85,3,31.03,3.1
93969,Completed,11/11/2023,3201,CARRUM DOWNS,VIC,humm,0,Flat rate,0,68.36,5.35,1,,
93968,Completed,11/11/2023,3075,Melbourne,VIC,Afterpay,4.55,Flat rate,0,19.48,0.91,1,4.55,0.45
93967,Completed,10/11/2023,3029,TARNEIT,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,108.5,9,1,,
93966,Completed,10/11/2023,2250,Point Clare,NSW,Visa credit card,0,Local Pick-Up Only,0,12.98,1.18,1,,
93965,Completed,10/11/2023,2250,Point Clare,NSW,Visa credit card,0,Local Pick-Up Only,0,6.99,0.64,1,,
93964,Completed,10/11/2023,2324,Byford,WA,Visa debit card,0,Flat rate,0,108.5,9,1,,
93963,Completed,10/11/2023,4301,Collingwood Park,QLD,Visa credit card,0,Flat rate,0,68.44,5.36,3,,
93962,Completed,10/11/2023,3195,Parkdale,VIC,Mastercard debit card,3.76,Flat rate,0,114.32,9.53,3,3.75,0.38
93959,Completed,10/11/2023,2250,Point Clare,NSW,Visa credit card,0,Flat rate,0,22.48,1.18,1,,
93958,Completed,9/11/2023,2088,Mosman,NSW,Mastercard credit card,0,Flat rate,0,479,39.91,1,,
93957,Completed,9/11/2023,2175,HORSLEY PARK,NSW,Visa credit card,0,Local Pick-Up Only,0,59,5.36,1,,
93956,Completed,9/11/2023,2800,Orange,NSW,humm,0,Free Shipping over $150,0,1125,102.27,2,,
93945,Completed,8/11/2023,4413,Chinchilla,QLD,Visa credit card,0,Flat rate,0,98.5,8.09,1,,
93907,Completed,8/11/2023,6066,Ballajura,WA,PayPal / Credit Card / Debit Card,0,Flat rate,0,2190,195.45,1,,
93899,Completed,7/11/2023,2234,Bangor,NSW,Mastercard credit card,6.590909,Flat rate,0,23.23,1.25,1,6.59,0.66
93897,Completed,7/11/2023,4802,Jubilee Pocket,QLD,Mastercard credit card,0,Flat rate,0,20.48,1,1,,
93877,Completed,7/11/2023,4879,Clifton Beach,QLD,Visa credit card,11.53,Free Shipping over $150,0,300.29,27.28,5,11.55,1.15
93754,Completed,7/11/2023,2912,Gunghalin,NSW,Afterpay,0,Free Shipping over $150,0,159,14.46,4,,
93751,Completed,7/11/2023,3799,Warburton,VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,150.92,13.72,6,,
93750,Completed,7/11/2023,2560,St Helens Park,NSW,Afterpay,31.272727,Local Pick-Up Only,0,211.45,19.22,4,31.27,3.13
93746,Completed,7/11/2023,2164,Wetherill Park,NSW,PayPal / Credit Card / Debit Card,2.39,Free Shipping over $150,0,192.32,17.48,3,2.39,0.24
93739,Completed,7/11/2023,2164,Wetherill park,NSW,Afterpay,0,Local Pick-Up Only,0,684.91,62.26,2,,
93738,Completed,7/11/2023,2540,Sanctuary point,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,365,29.55,1,,
93737,Completed,6/11/2023,2760,Colyton,NSW,"Zip now, pay later",0,Free Shipping over $150,0,228,20.73,1,,
93736,Completed,6/11/2023,2250,Narara,NSW,Visa credit card,0,Free Shipping over $150,0,226,20.54,3,,
93735,Completed,6/11/2023,6155,Canning Vale,WA,Afterpay,12.8,Free Shipping over $150,0,503.92,45.81,2,12.8,1.28
93733,Completed,6/11/2023,3058,Coburg,VIC,Afterpay,9.8,Flat rate,0,243.22,18.47,1,9.8,0.98
93711,Completed,6/11/2023,2539,Lake Tabourie,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,29.46,1.81,1,,
93635,Completed,6/11/2023,2170,Mount Pritchard,NSW,Visa debit card,0,Free Shipping over $150,0,161,14.64,1,,
93622,Completed,6/11/2023,7277,Legana,TAS,Mastercard credit card,0,Local Pick-Up Only,0,1349,122.64,1,,
93619,Completed,6/11/2023,2452,Toormina,NSW,Mastercard debit card,0,Free Shipping over $150,0,408,37.09,1,,
93614,Completed,6/11/2023,2765,Gables,NSW,Visa credit card,54.62,Local Pick-Up Only,11.1,19.9,1.81,1,54.62,5.46
93587,Completed,6/11/2023,2325,Bellbird Heights,NSW,Afterpay,0,Free Shipping over $150,0,186,16.91,1,,
93575,Completed,6/11/2023,2800,Orange,NSW,Mastercard debit card,0,Free Shipping over $150,0,780.36,70.94,1,,
93573,Completed,5/11/2023,2168,Miller,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,59.5,4.55,1,,
93572,Completed,5/11/2023,2281,Pelican,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,35,104.5,8.64,1,,
93570,Completed,5/11/2023,2050,CAMPERDOWN,NSW,Credit or debit cards (via PayPal),0,Flat rate,0,111.79,9.3,4,,
93568,Completed,5/11/2023,2765,Riverstone,NSW,Visa debit card,0,Local Pick-Up Only,0,99.95,9.09,2,,
93566,Completed,5/11/2023,3165,BENTLEIGH EAST,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,29.48,1.82,1,,
93565,Completed,5/11/2023,2155,North Kellyville,NSW,Afterpay,4.54,Local Pick-Up Only,0,593,53.91,2,4.55,0.45
93564,Completed,5/11/2023,2250,Narara,NSW,Visa credit card,0,Free Shipping over $150,0,152.93,13.9,3,,
93563,Completed,4/11/2023,2795,Llanarth,NSW,Afterpay,0,Flat rate,0,605.74,51.43,5,,
93562,Completed,4/11/2023,2085,Belrose,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,86.48,7,1,,
93561,Completed,4/11/2023,6207,Nambeelup,WA,Visa debit card,0,Flat rate,0,400,32.73,1,,
93560,Completed,4/11/2023,3058,Coburg,VIC,Afterpay,0,Flat rate,0,77,6.14,1,,
93558,Completed,4/11/2023,2233,Engadine,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,561.8,51.07,4,,
93557,Completed,4/11/2023,2148,Blacktown,NSW,PayPal / Credit Card / Debit Card,0.91,Local Pick-Up Only,0,65,5.91,2,0.91,0.09
93555,Completed,3/11/2023,2906,Gordon,ACT,Visa debit card,0,Flat rate,0,34.48,2.27,1,,
93554,Completed,3/11/2023,2571,Picton,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,69.45,5.45,1,,
93552,Completed,3/11/2023,2071,Killara,NSW,Visa debit card,0,Local Pick-Up Only,0,147.96,13.45,2,,
93535,Completed,3/11/2023,2619,JERRABOMBERRA,NSW,Visa credit card,0,Free Shipping over $150,0,299,27.18,1,,
93534,Completed,3/11/2023,2430,Taree,NSW,humm,0,Flat rate,0,288.95,22.64,5,,
93530,Completed,2/11/2023,2250,Narara,NSW,Visa credit card,0,Free Shipping over $150,0,237.98,21.63,2,,
93470,Completed,2/11/2023,4556,Sippy Downs,QLD,Mastercard credit card,0,Free Shipping over $150,0,610,55.45,1,,
93469,Completed,2/11/2023,2171,West Hoxton,NSW,"Zip now, pay later",0,Flat rate,0,70.49,5.54,1,,
93467,Completed,1/11/2023,2250,Gosford,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,70.46,5.56,5,,
93465,Completed,1/11/2023,4817,Alice River,QLD,Mastercard credit card,27.94,Flat rate,0,105.76,8.75,3,27.94,2.79
93455,Completed,1/11/2023,2602,Downer,ACT,Mastercard debit card,0,Flat rate,0,122.48,10.27,1,,
93450,Completed,1/11/2023,4680,Gladstone,QLD,Visa debit card,0,Free Shipping over $150,0,460,41.82,1,,
93428,Completed,1/11/2023,2121,Epping,NSW,Mastercard debit card,0,Flat rate,0,47.46,3.45,1,,
93426,Completed,1/11/2023,2028,Double Bay,NSW,Afterpay,39.318182,Local Pick-Up Only,0,614.75,55.89,1,4.55::34.77,0.45::3.48
93421,Completed,1/11/2023,2028,Double Bay,NSW,Afterpay,0,Local Pick-Up Only,0,1530,139.09,1,,
93415,Completed,1/11/2023,2770,HEBERSHAM,NSW,"Zip now, pay later",0,Free Shipping over $150,0,625,56.82,1,,
93413,Completed,1/11/2023,2148,Kings Park,NSW,Visa debit card,0,Local Pick-Up Only,0,35,3.18,1,,
93412,Completed,1/11/2023,3145,Malvern East,VIC,Visa debit card,0,Flat rate,0,42.5,3,1,,
93411,Completed,31/10/2023,2151,North Parramatta,NSW,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,100,9.09,1,,
93407,Completed,31/10/2023,4157,Capalaba,QLD,Mastercard debit card,4.55,Flat rate,0,103.5,8.55,1,4.55,0.45
93406,Completed,31/10/2023,2121,Epping,NSW,Mastercard debit card,0,Flat rate,0,31.46,2,1,,
93397,Completed,31/10/2023,2148,Blacktown,NSW,PayPal / Credit Card / Debit Card,6.66,Local Pick-Up Only,0,67.67,6.15,1,6.66,0.67
93374,Completed,31/10/2023,5092,Modbury,SA,Visa credit card,0,Free Shipping over $150,0,153.83,13.99,6,,
93267,Completed,31/10/2023,2560,Campbelltown,NSW,Visa debit card,0,Local Pick-Up Only,0,159,14.45,1,,
93266,Completed,31/10/2023,2126,Cherrybrook,NSW,Visa debit card,4.55,Local Pick-Up Only,25.98,52.92,4.82,4,4.55,0.45
93265,Completed,30/10/2023,5290,Mount Gambier,SA,Visa debit card,0,Flat rate,0,34.48,2.27,1,,
93264,Completed,30/10/2023,4113,EIGHT MILE PLAINS,QLD,Afterpay,0,Free Shipping over $150,0,168.49,15.31,4,,
93263,Completed,30/10/2023,4171,Darra,QLD,Visa debit card,0,Flat rate,0,64.46,5,2,,
93262,Completed,30/10/2023,2066,Lane Cove,NSW,Mastercard debit card,0,Flat rate,0,91.5,7.45,1,,
93261,Completed,30/10/2023,2099,Narraweena,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,54.48,4.09,1,,
93260,Completed,30/10/2023,3206,Albert Park,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,59.4,4.54,1,,
93259,Completed,30/10/2023,4341,Kensington Grove,QLD,Visa debit card,0,Free Shipping over $150,0,329,29.91,1,,
93258,Completed,30/10/2023,4702,GRACEMERE,QLD,"Zip now, pay later",0,Flat rate,0,110.95,6.45,2,,
93244,Completed,30/10/2023,2428,Tuncurry,NSW,Visa debit card,0,Free Shipping over $150,0,210,19.09,1,,
93229,Completed,30/10/2023,4209,Coomera waters,QLD,Visa credit card,0,Flat rate,0,34.9,2.3,3,,
93213,Completed,30/10/2023,2040,Leichhardt,NSW,Visa debit card,0,Local Pick-Up Only,0,460,41.82,1,,
93210,Completed,30/10/2023,5245,HAHNDORF,SA,Amex credit card,0,Free Shipping over $150,0,152.94,13.91,2,,
93200,Completed,30/10/2023,2539,ULLADULLA,NSW,Visa debit card,0,Flat rate,0,60.5,4.63,3,,
93194,Completed,30/10/2023,2179,Austral,NSW,Afterpay,0,Local Pick-Up Only,0,524.94,47.72,2,,
93193,Completed,30/10/2023,6232,EATON,WA,Credit or debit cards (via PayPal),0,Flat rate,0,64.49,5,1,,
93192,Completed,30/10/2023,2557,gledswood hills,NSW,Afterpay,0,Free Shipping over $150,0,329,29.91,1,,
93189,Completed,29/10/2023,2745,Mulgoa,NSW,Visa debit card,0,Flat rate,0,85.48,6.91,2,,
93188,Completed,29/10/2023,5092,Modbury,SA,Afterpay,0,Flat rate,0,159.96,10.91,1,,
93187,Completed,29/10/2023,3058,Coburg,VIC,Afterpay,0,Flat rate,37,68.5,5.36,2,,
93186,Completed,29/10/2023,4300,SPRINGFIELD LAKES,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,108.5,9,1,,
93185,Completed,29/10/2023,2085,Belrose,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,161.92,14.72,5,,
93184,Completed,29/10/2023,7253,Low Head,TAS,Mastercard credit card,0,Flat rate,0,61.48,4.72,2,,
93183,Completed,29/10/2023,2560,Campbelltown,NSW,Afterpay,4.55,Local Pick-Up Only,0,662,60.19,2,4.55,0.45
93182,Completed,29/10/2023,4055,Upper Kedron,QLD,Visa credit card,0,Flat rate,0,98.5,8.09,1,,
93181,Completed,29/10/2023,2087,Forestville,NSW,Mastercard debit card,0,Flat rate,0,149,9.91,1,,
93180,Completed,28/10/2023,2133,Croydon Park,NSW,Visa credit card,7.53,Local Pick-Up Only,0,22.69,2.06,2,4.55::2.98,0.45::0.3
93178,Completed,28/10/2023,4067,St Lucia,QLD,Visa debit card,0,Free Shipping over $150,0,232.82,21.16,2,,
93177,Completed,28/10/2023,4350,Jondaryan,QLD,"Zip now, pay later",10.6,Free Shipping over $150,0,445.28,40.48,5,10.59,1.06
93175,Completed,28/10/2023,2133,Croydon Park,NSW,Visa credit card,0,Local Pick-Up Only,0,132.96,12.08,3,,
93172,Completed,28/10/2023,2259,WATANOBBI,NSW,"Zip now, pay later",0,Flat rate,0,77.46,6.18,1,,
93170,Completed,28/10/2023,2171,West Hoxton,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,108.5,9,1,,
93169,Completed,28/10/2023,2765,Riverstone,NSW,Visa debit card,0,Free Shipping over $150,0,226.87,20.64,5,,
93168,Completed,28/10/2023,3752,South Morang,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,30.47,1.91,1,,
93166,Completed,28/10/2023,7173,Dodges Ferry,TAS,PayPal / Credit Card / Debit Card,0,Flat rate,0,46.47,3.36,2,,
93165,Completed,28/10/2023,2765,Melonba,NSW,Afterpay,4.55,Local Pick-Up Only,0,201,18.28,3,4.55,0.45
